EOSUSDT,SUSHIUSDT,BALUSDT,KNCUSDT,SRMUSDT,ENJUSDT,ZRXUSDT,QTUMUSDT,ATOMUSDT,IOTAUSDT,WAVESUSDT,ADAUSDT,BCHUSDT,XTZUSDT,BNBUSDT,IOSTUSDT,HNTUSDT,ETCUSDT,XMRUSDT,YFIUSDT,ZECUSDT,ETHUSDT,BZRXUSDT,BATUSDT,ALGOUSDT,DOGEUSDT,RLCUSDT,TRXUSDT,STORJUSDT,SNXUSDT,AVAXUSDT,XLMUSDT,NEOUSDT,MKRUSDT,DASHUSDT,THETAUSDT,KAVAUSDT,UNIUSDT,RUNEUSDT,LINKUSDT,DEFIUSDT,COMPUSDT,SOLUSDT,BTCUSDT,OMGUSDT,ICXUSDT,BLZUSDT,FTMUSDT,YFIIUSDT,LTCUSDT,BANDUSDT,XRPUSDT,SXPUSDT,CRVUSDT,DOTUSDT,EGLDUSDT,VETUSDT,ONTUSDT,TRBUSDT,ZILUSDT,LENDUSDT,FLMUSDT
2.610,0.7038,13.942,0.93795,1.4005,0.15298,0.3993,2.244,5.819,0.2783,2.6893,0.10716,265.29,2.264,31.736,0.005770,1.3186,5.354,128.99,14553.9,69.25,379.68,0.1240,0.2137,0.3165,0.002607,0.8968,0.02658,0.4634,3.935,4.0949,0.07441,17.299,557.87,69.95,0.6914,2.3033,3.0895,0.5389,10.829,519.9,106.53,2.2518,11523.48,3.4454,0.3842,0.09542,0.030300,2120.6,49.85,6.2166,0.2473,1.2229,0.503,4.143,7.857,0.011031,0.5650,21.111,0.01871,0.4976,0.2646
2.605,0.6963,13.982,0.93728,1.3881,0.15235,0.4064,2.238,5.789,0.2796,2.7003,0.10709,264.60,2.270,31.602,0.005757,1.3188,5.351,128.96,14270.0,68.96,378.46,0.1246,0.2129,0.3144,0.002602,0.8916,0.02658,0.4560,3.930,4.0314,0.07434,17.280,556.03,69.73,0.6904,2.2843,3.0981,0.5368,10.796,519.3,106.26,2.2452,11515.11,3.4715,0.3827,0.09510,0.030194,2106.5,49.65,6.2021,0.2469,1.2214,0.505,4.136,7.862,0.011029,0.5670,21.107,0.01861,0.4976,0.2636
2.604,0.6935,13.914,0.93453,1.3822,0.15209,0.4038,2.235,5.793,0.2792,2.7000,0.10665,264.35,2.271,31.718,0.005768,1.3118,5.353,128.53,14185.5,69.10,378.03,0.1242,0.2134,0.3144,0.002597,0.8879,0.02654,0.4594,3.925,4.0242,0.07441,17.237,552.03,69.63,0.6801,2.2830,3.0859,0.5358,10.759,515.5,105.87,2.2235,11507.11,3.4716,0.3819,0.09282,0.029823,2089.8,49.80,6.1967,0.2469,1.2214,0.506,4.125,7.835,0.011016,0.5657,20.597,0.01844,0.4976,0.2633
2.534,0.6654,13.443,0.90962,1.3276,0.14693,0.3891,2.146,5.501,0.2693,2.6361,0.10376,252.42,2.202,30.180,0.005620,1.2999,5.256,124.70,13835.5,64.43,368.93,0.1181,0.2096,0.3026,0.002562,0.8491,0.02566,0.4360,3.818,3.9712,0.07242,16.844,547.23,66.57,0.6688,2.1240,3.0415,0.5163,10.428,499.2,102.91,2.1531,11275.17,3.2957,0.3643,0.08769,0.028176,2004.9,46.98,5.9292,0.2416,1.1804,0.475,3.888,7.714,0.010726,0.5464,19.550,0.01774,0.4976,0.2550
2.533,0.6844,13.617,0.91593,1.3467,0.14894,0.3988,2.149,5.499,0.2700,2.6253,0.10420,253.05,2.195,30.379,0.005587,1.3111,5.251,125.01,14160.0,64.44,370.00,0.1197,0.2105,0.3024,0.002574,0.8527,0.02585,0.4390,4.116,4.0130,0.07278,16.939,550.12,66.94,0.6785,2.1150,3.2499,0.5158,10.467,507.6,103.44,2.1877,11342.27,3.3298,0.3671,0.08861,0.028470,2025.9,47.31,6.0294,0.2422,1.1889,0.475,3.954,7.674,0.010730,0.5491,19.739,0.01809,0.4976,0.2566
2.537,0.6795,13.526,0.91725,1.3419,0.14787,0.3937,2.149,5.482,0.2682,2.6187,0.10411,253.72,2.194,30.463,0.005584,1.2895,5.261,124.68,14192.3,64.34,370.08,0.1189,0.2109,0.3012,0.002583,0.8451,0.02588,0.4353,4.089,3.9947,0.07284,16.966,544.40,66.93,0.6828,2.1099,3.1906,0.5110,10.480,505.1,103.80,2.1602,11332.30,3.3029,0.3680,0.08800,0.028145,2016.9,47.18,6.0354,0.2421,1.1885,0.471,3.956,7.638,0.010700,0.5479,19.488,0.01782,0.4976,0.2582
2.534,0.6747,13.438,0.91166,1.3316,0.14740,0.3918,2.140,5.468,0.2675,2.6600,0.10400,252.02,2.187,30.381,0.005582,1.2886,5.271,124.45,14075.8,63.76,368.60,0.1173,0.2103,0.3002,0.002574,0.8373,0.02578,0.4306,4.052,3.9752,0.07280,16.890,535.17,66.59,0.6761,2.0994,3.1880,0.5089,10.454,502.7,102.95,2.1335,11309.01,3.2950,0.3663,0.08778,0.028070,1996.4,47.09,5.9696,0.2416,1.1831,0.467,3.941,7.649,0.010599,0.5443,19.512,0.01776,0.4976,0.2562
2.533,0.6776,13.509,0.91436,1.3268,0.14724,0.3993,2.141,5.465,0.2669,2.6553,0.10392,252.82,2.195,30.247,0.005575,1.2777,5.241,124.09,14151.0,63.48,368.32,0.1172,0.2095,0.3020,0.002574,0.8427,0.02578,0.4308,4.079,3.9461,0.07283,16.881,545.64,66.69,0.6775,2.1006,3.2127,0.5099,10.420,504.4,102.96,2.1612,11305.01,3.2915,0.3664,0.08847,0.028101,2006.5,47.08,5.9824,0.2408,1.1835,0.467,3.945,7.669,0.010568,0.5451,19.532,0.01766,0.4976,0.2560
2.529,0.6665,13.303,0.90641,1.2913,0.14581,0.3989,2.116,5.350,0.2642,2.7140,0.10315,251.62,2.179,30.097,0.005477,1.2156,5.200,120.37,13980.0,62.17,363.28,0.1147,0.2081,0.3003,0.002565,0.8390,0.02559,0.4262,3.971,3.9125,0.07258,16.824,540.16,66.19,0.6726,2.0753,3.2009,0.5007,10.385,498.8,100.54,2.1480,11253.52,3.2901,0.3602,0.08841,0.027644,1994.1,46.71,5.9886,0.2389,1.1717,0.453,3.894,7.433,0.010417,0.5399,19.138,0.01735,0.4976,0.2523
2.537,0.6721,13.331,0.91538,1.3060,0.14702,0.4015,2.145,5.404,0.2663,2.6979,0.10366,251.70,2.190,30.196,0.005510,1.2182,5.217,121.87,14100.0,62.29,364.64,0.1158,0.2082,0.3028,0.002574,0.8496,0.02556,0.4287,4.033,3.9042,0.07304,16.929,539.93,65.46,0.6773,2.0820,3.2184,0.5049,10.501,503.3,102.27,2.1695,11307.40,3.3198,0.3630,0.08839,0.028095,2041.8,46.96,6.0806,0.2403,1.1841,0.462,3.905,7.464,0.010578,0.5431,19.428,0.01760,0.4976,0.2563
2.550,0.6817,13.542,0.92263,1.3260,0.14858,0.4045,2.155,5.455,0.2682,2.7550,0.10363,255.76,2.222,30.467,0.005558,1.2192,5.234,123.34,14195.8,63.22,369.94,0.1190,0.2094,0.3061,0.002579,0.8553,0.02585,0.4355,4.061,3.9275,0.07350,17.035,550.57,66.20,0.6839,2.1156,3.2384,0.5152,10.582,509.0,103.02,2.1785,11367.77,3.3563,0.3653,0.08928,0.028759,2051.7,47.36,6.1804,0.2416,1.1928,0.467,3.962,7.493,0.010632,0.5469,19.732,0.01784,0.4976,0.2575
2.540,0.6810,13.543,0.92186,1.3182,0.14842,0.4005,2.145,5.486,0.2680,2.7733,0.10341,254.61,2.205,30.320,0.005547,1.2043,5.214,122.08,14249.1,63.42,368.82,0.1190,0.2094,0.3072,0.002575,0.8526,0.02584,0.4410,4.081,3.9300,0.07330,16.997,547.92,66.23,0.6860,2.1145,3.1994,0.5136,10.685,508.8,102.83,2.1652,11363.66,3.3688,0.3645,0.08965,0.028519,2052.5,47.25,6.1498,0.2420,1.1906,0.461,3.956,7.518,0.010712,0.5468,19.492,0.01793,0.4976,0.2585
2.537,0.6762,13.515,0.91760,1.3119,0.14825,0.3977,2.148,5.446,0.2683,2.7742,0.10345,254.55,2.215,30.258,0.005582,1.2028,5.228,121.06,14059.9,62.97,368.74,0.1172,0.2096,0.3057,0.002575,0.8524,0.02579,0.4381,4.072,3.9596,0.07377,17.028,549.88,66.05,0.6967,2.1078,3.1946,0.5200,10.606,506.8,102.62,2.1560,11348.62,3.3366,0.3655,0.08908,0.028292,2037.3,47.24,6.1322,0.2416,1.1871,0.460,3.920,7.514,0.010603,0.5473,19.692,0.01798,0.4976,0.2587
2.528,0.6698,13.436,0.90678,1.3115,0.14768,0.3971,2.136,5.414,0.2660,2.8337,0.10324,252.20,2.195,30.242,0.005501,1.2026,5.166,119.79,14109.2,62.82,367.18,0.1164,0.2083,0.3010,0.002566,0.8435,0.02563,0.4335,4.074,3.9705,0.07360,16.964,543.86,65.74,0.6875,2.1021,3.1917,0.5138,10.595,505.3,102.56,2.1631,11328.98,3.3037,0.3650,0.08829,0.028152,2023.9,47.07,6.1524,0.2395,1.1899,0.458,3.927,7.519,0.010574,0.5435,19.642,0.01788,0.4976,0.2570
2.531,0.6693,13.423,0.90701,1.3104,0.14741,0.3956,2.143,5.434,0.2663,3.0639,0.10356,252.43,2.191,30.321,0.005564,1.1947,5.159,121.44,14082.9,63.14,367.07,0.1167,0.2084,0.3016,0.002575,0.8453,0.02563,0.4348,4.017,4.0783,0.07417,16.964,550.01,66.03,0.6825,2.1009,3.1933,0.5145,10.647,506.1,103.19,2.1972,11332.58,3.3071,0.3647,0.08820,0.027041,2007.7,47.11,6.1921,0.2396,1.1817,0.460,3.945,7.492,0.010513,0.5451,19.876,0.01785,0.4976,0.2545
2.531,0.6639,13.455,0.90657,1.3086,0.14723,0.3990,2.158,5.401,0.2658,2.9885,0.10366,250.76,2.189,30.284,0.005592,1.1771,5.179,121.35,13953.6,63.89,367.58,0.1144,0.2091,0.3010,0.002582,0.8456,0.02564,0.4334,4.002,4.0845,0.07446,16.997,550.48,66.19,0.6742,2.0819,3.1997,0.5112,10.726,506.1,103.58,2.2065,11345.45,3.3170,0.3649,0.08815,0.027043,2024.7,47.13,6.1843,0.2400,1.1823,0.452,3.957,7.454,0.010726,0.5474,20.054,0.01796,0.4976,0.2522
2.531,0.6566,13.403,0.90187,1.2914,0.14648,0.3964,2.151,5.412,0.2651,3.0488,0.10346,249.68,2.174,30.225,0.005573,1.1703,5.151,121.27,13761.8,63.48,367.00,0.1119,0.2080,0.3002,0.002573,0.8365,0.02562,0.4335,3.926,4.0476,0.07470,16.956,546.04,66.02,0.6735,2.0588,3.0676,0.5067,10.716,500.8,103.69,2.1818,11334.50,3.2858,0.3639,0.08716,0.026965,1998.6,47.15,6.1417,0.2398,1.1856,0.443,3.954,7.324,0.010711,0.5441,19.707,0.01790,0.4976,0.2500
2.540,0.6582,13.501,0.90615,1.2930,0.14797,0.4012,2.171,5.465,0.2671,3.0056,0.10383,251.28,2.194,30.259,0.005581,1.1768,5.174,120.63,13800.7,63.79,368.61,0.1119,0.2081,0.3027,0.002579,0.8409,0.02566,0.4341,3.956,4.0492,0.07547,16.999,546.67,66.39,0.6754,2.0686,3.0776,0.5147,10.816,503.0,104.02,2.1907,11360.01,3.2852,0.3661,0.08777,0.027060,1970.9,47.46,6.2315,0.2406,1.2028,0.444,3.982,7.351,0.010813,0.5475,19.786,0.01804,0.4976,0.2522
2.526,0.6440,13.405,0.89795,1.2728,0.14633,0.3957,2.175,5.397,0.2646,2.9756,0.10342,248.82,2.175,30.063,0.005508,1.1609,5.149,119.71,13621.1,62.25,365.24,0.1105,0.2065,0.2983,0.002563,0.8296,0.02559,0.4331,3.864,4.0015,0.07555,16.906,540.32,65.83,0.6627,2.0323,3.0401,0.5105,10.685,495.1,102.62,2.1564,11307.66,3.2682,0.3625,0.08581,0.026361,1913.0,47.17,6.1311,0.2392,1.1788,0.425,3.913,7.280,0.010780,0.5434,19.359,0.01787,0.4976,0.2469
2.531,0.6595,13.416,0.89414,1.2694,0.14601,0.3937,2.182,5.422,0.2645,2.8906,0.10348,250.20,2.174,29.897,0.005498,1.1546,5.155,119.89,13680.2,62.36,366.40,0.1105,0.2072,0.2993,0.002569,0.8303,0.02562,0.4350,3.871,4.0280,0.07616,16.984,541.15,65.96,0.6617,2.0210,3.0331,0.5046,10.661,494.0,103.14,2.1429,11310.51,3.2684,0.3621,0.08530,0.026399,1879.4,47.30,6.0881,0.2395,1.1802,0.426,3.931,7.255,0.010706,0.5438,19.507,0.01786,0.4976,0.2478
2.535,0.6536,13.402,0.89556,1.2738,0.14613,0.3930,2.173,5.446,0.2651,2.9254,0.10400,250.54,2.176,29.914,0.005478,1.1633,5.170,119.81,13607.5,62.88,366.07,0.1118,0.2074,0.3002,0.002572,0.8328,0.02566,0.4351,3.865,4.0174,0.07796,17.001,540.01,66.12,0.6643,2.0213,3.0427,0.5070,10.663,494.5,102.84,2.1563,11330.99,3.2510,0.3651,0.08505,0.026316,1856.8,47.64,6.1022,0.2402,1.1810,0.428,3.935,7.307,0.010710,0.5476,19.878,0.01798,0.4976,0.2503
2.541,0.6564,13.379,0.89714,1.2772,0.14600,0.3911,2.168,5.454,0.2641,2.9530,0.10394,251.00,2.175,30.031,0.005472,1.1600,5.176,119.92,13578.0,62.79,366.21,0.1119,0.2077,0.3002,0.002573,0.8364,0.02573,0.4286,3.890,4.0389,0.07799,17.055,545.61,66.06,0.6630,2.0343,3.0625,0.5025,10.632,494.8,103.11,2.1709,11342.56,3.2420,0.3670,0.08479,0.026321,1868.2,47.65,6.0678,0.2403,1.1878,0.430,3.929,7.348,0.010629,0.5479,19.950,0.01798,0.4976,0.2513
2.538,0.6554,13.294,0.89740,1.2771,0.14554,0.3898,2.167,5.402,0.2641,2.9461,0.10422,250.48,2.169,30.026,0.005459,1.1641,5.179,120.42,13411.8,62.60,365.41,0.1106,0.2070,0.3000,0.002603,0.8335,0.02569,0.4285,3.893,4.0281,0.07893,17.009,542.98,66.13,0.6595,2.0286,3.0404,0.4992,10.580,492.4,103.34,2.1404,11318.92,3.2253,0.3674,0.08454,0.025176,1879.5,47.58,6.0159,0.2403,1.1870,0.429,3.916,7.365,0.010599,0.5478,19.777,0.01799,0.4976,0.2514
2.527,0.6500,13.151,0.88899,1.2476,0.14509,0.3834,2.155,5.315,0.2612,2.9208,0.10347,248.97,2.159,29.815,0.005434,1.1454,5.164,118.72,13338.9,61.91,364.36,0.1085,0.2063,0.2996,0.002575,0.8212,0.02551,0.4215,3.849,3.9662,0.07787,16.950,537.39,65.55,0.6342,2.0122,3.0161,0.4913,10.478,485.5,102.78,2.1501,11293.98,3.1530,0.3652,0.08305,0.024947,1810.5,47.16,5.9202,0.2393,1.1781,0.419,3.883,7.359,0.010561,0.5437,18.999,0.01779,0.4976,0.2476
2.538,0.6596,13.439,0.89534,1.2653,0.14619,0.3868,2.168,5.361,0.2627,2.9323,0.10414,251.06,2.169,29.966,0.005459,1.1556,5.221,119.85,13649.2,62.53,367.06,0.1105,0.2080,0.3056,0.002582,0.8281,0.02568,0.4115,3.860,4.0028,0.07868,17.052,542.57,65.93,0.6383,2.0270,3.0717,0.4938,10.574,491.5,103.81,2.1638,11326.97,3.1907,0.3712,0.08556,0.025475,1853.7,47.43,5.9758,0.2398,1.1872,0.429,3.945,7.355,0.010601,0.5459,19.078,0.01812,0.4976,0.2487
2.536,0.6608,13.536,0.89727,1.2571,0.14814,0.3866,2.175,5.381,0.2643,3.0230,0.10526,251.13,2.179,30.284,0.005481,1.1594,5.219,120.29,13631.6,62.88,367.91,0.1122,0.2083,0.3069,0.002583,0.8327,0.02570,0.4171,3.890,4.0181,0.07958,17.085,547.04,65.97,0.6367,2.0416,3.0735,0.4992,10.591,493.4,104.75,2.1893,11342.20,3.1982,0.3745,0.08734,0.025719,1861.5,47.50,5.9888,0.2398,1.1762,0.431,3.948,7.413,0.010751,0.5477,19.123,0.01826,0.4976,0.2462
2.540,0.6648,13.601,0.90434,1.2786,0.14873,0.3897,2.188,5.413,0.2654,3.1328,0.10599,252.21,2.182,30.317,0.005502,1.1855,5.238,121.46,13880.9,63.43,368.36,0.1149,0.2093,0.3078,0.002588,0.8424,0.02581,0.4211,3.902,4.0730,0.08273,17.053,555.27,66.35,0.6449,2.0565,3.0846,0.5075,10.638,498.4,105.19,2.2073,11358.73,3.2356,0.3777,0.08931,0.026045,1912.5,47.63,6.0587,0.2426,1.1897,0.433,3.953,7.478,0.010832,0.5491,19.202,0.01836,0.4976,0.2445
2.536,0.6610,13.605,0.90749,1.2852,0.14854,0.3871,2.182,5.404,0.2654,3.0414,0.10628,250.89,2.190,30.305,0.005507,1.1951,5.226,120.97,13740.0,62.99,367.73,0.1153,0.2095,0.3092,0.002589,0.8403,0.02581,0.4185,3.908,4.1684,0.08224,17.048,551.48,66.25,0.6420,2.0579,3.0873,0.5128,10.662,498.1,104.79,2.2213,11345.98,3.2505,0.3766,0.08815,0.026025,1916.6,47.47,6.0392,0.2421,1.1919,0.435,3.945,7.462,0.010859,0.5477,19.363,0.01836,0.4976,0.2456
2.534,0.6616,13.532,0.90597,1.2886,0.14846,0.3874,2.195,5.482,0.2661,3.0540,0.10623,250.90,2.196,30.235,0.005520,1.2045,5.230,121.13,13731.5,62.89,368.08,0.1152,0.2099,0.3111,0.002585,0.8364,0.02580,0.4182,3.905,4.1390,0.08135,17.046,553.00,66.26,0.6411,2.0619,3.0725,0.5133,10.655,498.8,104.57,2.2211,11347.58,3.2669,0.3766,0.08838,0.026018,1924.8,47.41,6.0852,0.2416,1.1933,0.433,3.942,7.492,0.010858,0.5487,19.574,0.01825,0.4976,0.2452
2.538,0.6594,13.445,0.90371,1.2929,0.14860,0.3853,2.186,5.449,0.2655,3.0219,0.10580,250.54,2.203,30.183,0.005498,1.1965,5.223,120.93,13564.5,62.79,367.38,0.1140,0.2095,0.3122,0.002582,0.8339,0.02574,0.4168,3.877,4.1046,0.08125,17.037,548.95,66.20,0.6413,2.0524,3.0715,0.5072,10.597,494.1,103.95,2.2108,11345.00,3.2351,0.3762,0.08770,0.025990,1873.1,47.35,6.1070,0.2411,1.1865,0.428,3.926,7.448,0.010742,0.5582,19.478,0.01810,0.4976,0.2432
2.533,0.6731,13.418,0.90693,1.2925,0.14910,0.3879,2.185,5.486,0.2661,2.9974,0.10633,250.22,2.207,30.220,0.005530,1.2000,5.237,122.21,13561.1,63.24,367.82,0.1148,0.2105,0.3127,0.002584,0.8485,0.02584,0.4305,3.881,4.1183,0.08147,17.226,551.96,66.31,0.6425,2.0903,3.0584,0.5197,10.603,497.2,104.88,2.2230,11340.95,3.2537,0.3773,0.08823,0.026236,1898.4,47.31,6.1770,0.2417,1.2045,0.431,3.944,7.478,0.010853,0.5589,20.402,0.01822,0.4976,0.2466
2.531,0.6657,13.481,0.91413,1.2964,0.14899,0.3896,2.176,5.456,0.2671,3.0171,0.10562,249.25,2.202,30.248,0.005517,1.1979,5.235,121.67,13533.5,62.68,366.48,0.1152,0.2110,0.3098,0.002585,0.8502,0.02579,0.4409,3.887,4.1007,0.08245,17.132,551.56,66.14,0.6382,2.0721,3.0489,0.5193,10.557,496.9,104.22,2.2126,11315.01,3.2480,0.3764,0.08763,0.025184,1887.5,47.15,6.1375,0.2409,1.1969,0.436,3.927,7.478,0.010906,0.5562,20.633,0.01824,0.4976,0.2452
2.532,0.6706,13.614,0.92097,1.3024,0.14927,0.3867,2.180,5.478,0.2687,3.0468,0.10630,249.41,2.201,30.320,0.005524,1.1907,5.251,121.55,13612.2,62.95,367.65,0.1161,0.2127,0.3111,0.002587,0.8544,0.02581,0.4405,3.916,4.0897,0.08100,17.148,551.30,66.23,0.6427,2.0761,3.0184,0.5181,10.542,497.3,104.18,2.2120,11333.61,3.2500,0.3750,0.08785,0.025137,1892.6,47.35,6.1354,0.2414,1.1984,0.442,3.938,7.464,0.010941,0.5552,20.783,0.01820,0.4976,0.2457
2.537,0.6729,13.728,0.92279,1.3138,0.15005,0.3879,2.190,5.467,0.2729,3.0101,0.10663,250.37,2.205,30.435,0.005537,1.1942,5.253,120.85,13771.3,62.72,368.36,0.1183,0.2151,0.3143,0.002586,0.8608,0.02590,0.4434,3.938,4.1159,0.08148,17.167,554.20,66.25,0.6429,2.0727,3.0496,0.5210,10.611,501.8,104.34,2.2178,11348.98,3.2647,0.3763,0.08818,0.025317,1931.7,47.37,6.1771,0.2420,1.2169,0.442,3.967,7.538,0.010963,0.5579,21.202,0.01820,0.4976,0.2515
2.534,0.6661,13.723,0.92453,1.2998,0.15022,0.3870,2.185,5.447,0.2711,3.0165,0.10721,249.80,2.209,30.431,0.005541,1.2043,5.240,120.81,13686.4,62.72,368.07,0.1203,0.2146,0.3134,0.002584,0.8557,0.02590,0.4394,3.938,4.1236,0.08145,17.198,554.69,66.16,0.6468,2.0693,3.0276,0.5163,10.583,501.2,104.22,2.2190,11342.21,3.2680,0.3783,0.08767,0.025167,1914.2,47.30,6.2116,0.2416,1.2147,0.448,3.954,7.537,0.010908,0.5608,21.398,0.01821,0.4976,0.2536
2.534,0.6630,13.616,0.92123,1.2952,0.15016,0.3858,2.182,5.449,0.2703,3.0376,0.10705,249.63,2.215,30.439,0.005525,1.1998,5.221,119.93,13634.0,62.48,367.84,0.1187,0.2144,0.3128,0.002584,0.8607,0.02598,0.4335,3.944,4.1425,0.08200,17.162,554.43,66.09,0.6463,2.0873,3.0297,0.5168,10.580,500.3,104.42,2.2208,11344.56,3.2611,0.3784,0.08778,0.025028,1906.4,47.44,6.1975,0.2414,1.2259,0.444,3.950,7.530,0.010875,0.5586,21.056,0.01811,0.4976,0.2526
2.521,0.6582,13.557,0.91204,1.2743,0.14940,0.3823,2.165,5.386,0.2683,3.0050,0.10603,246.55,2.190,30.212,0.005487,1.1916,5.213,119.46,13516.4,61.99,365.95,0.1178,0.2133,0.3136,0.002580,0.8493,0.02581,0.4253,3.944,4.0847,0.08088,17.050,551.91,65.69,0.6411,2.0519,3.0146,0.5093,10.553,495.9,103.43,2.1831,11321.36,3.2360,0.3775,0.08682,0.024812,1890.3,46.83,6.0619,0.2411,1.2134,0.438,3.934,7.441,0.010851,0.5546,20.936,0.01798,0.4976,0.2507
2.533,0.6640,13.657,0.92144,1.2870,0.15051,0.3829,2.174,5.439,0.2693,3.0237,0.10666,247.03,2.209,30.331,0.005543,1.1852,5.222,120.66,13669.6,62.25,368.39,0.1191,0.2152,0.3159,0.002586,0.8634,0.02584,0.4248,3.983,4.1010,0.08095,17.112,556.13,66.22,0.6415,2.0582,3.0580,0.5123,10.599,500.6,103.83,2.1960,11354.99,3.2749,0.3825,0.08713,0.025032,1910.6,47.13,6.1335,0.2422,1.2165,0.445,3.961,7.465,0.010950,0.5602,21.582,0.01810,0.4976,0.2532
2.522,0.6603,13.830,0.91980,1.2838,0.14961,0.3773,2.164,5.390,0.2687,3.0192,0.10601,245.10,2.196,30.231,0.005485,1.1874,5.206,119.83,13485.0,61.80,367.70,0.1189,0.2140,0.3133,0.002582,0.8558,0.02577,0.4226,3.956,4.1191,0.08061,16.980,553.68,65.90,0.6335,2.0380,3.0123,0.5053,10.503,497.0,102.80,2.1771,11335.91,3.2439,0.3817,0.08663,0.024950,1887.1,46.97,6.1575,0.2415,1.2115,0.439,3.943,7.420,0.010840,0.5576,21.550,0.01803,0.4976,0.2526
2.519,0.6550,13.696,0.91829,1.2785,0.14913,0.3765,2.155,5.385,0.2672,3.0150,0.10549,242.97,2.184,30.216,0.005449,1.1683,5.179,119.54,13534.1,61.66,366.64,0.1180,0.2131,0.3128,0.002582,0.8493,0.02568,0.4187,3.939,4.0422,0.07972,16.934,552.14,65.86,0.6145,2.0188,3.0076,0.5013,10.487,495.4,102.38,2.1709,11325.15,3.2117,0.3798,0.08645,0.024901,1852.8,46.74,6.1196,0.2405,1.2012,0.432,3.942,7.449,0.010840,0.5547,22.200,0.01788,0.4976,0.2502
2.525,0.6604,13.736,0.92025,1.2855,0.14911,0.3788,2.159,5.422,0.2684,3.2275,0.10561,244.44,2.190,30.308,0.005470,1.1721,5.200,119.68,13653.8,62.11,366.95,0.1180,0.2133,0.3173,0.002582,0.8524,0.02572,0.4225,3.956,4.0612,0.08075,16.965,554.74,66.29,0.6243,2.0351,3.0186,0.5036,10.498,497.0,102.37,2.1778,11340.94,3.2299,0.3822,0.08660,0.025011,1833.9,46.94,6.1117,0.2413,1.2037,0.433,3.953,7.458,0.010929,0.5574,22.942,0.01792,0.4976,0.2500
2.523,0.6584,13.726,0.92383,1.2827,0.14982,0.3777,2.160,5.418,0.2680,3.1480,0.10569,244.06,2.192,30.288,0.005472,1.1690,5.212,120.16,13595.0,62.00,367.14,0.1177,0.2128,0.3144,0.002584,0.8587,0.02565,0.4282,4.004,4.0602,0.08075,16.966,555.77,66.58,0.6251,2.0313,3.0079,0.5049,10.512,496.3,102.51,2.1812,11345.00,3.2204,0.3827,0.08678,0.025249,1829.8,46.92,6.1427,0.2417,1.2059,0.432,3.941,7.472,0.010945,0.5577,23.030,0.01792,0.4976,0.2490
2.515,0.6565,13.729,0.92432,1.2723,0.14956,0.3811,2.162,5.422,0.2679,3.1891,0.10585,243.54,2.192,30.209,0.005472,1.1633,5.205,119.89,13645.1,61.91,366.97,0.1180,0.2132,0.3136,0.002580,0.8596,0.02565,0.4263,3.977,4.0682,0.08080,17.120,557.62,66.48,0.6197,2.0246,3.0104,0.5040,10.519,497.9,102.08,2.1810,11340.29,3.2472,0.3835,0.08645,0.025174,1839.0,46.73,6.1439,0.2421,1.2115,0.433,3.932,7.468,0.010979,0.5577,23.499,0.01786,0.4976,0.2496
2.521,0.6525,13.738,0.92397,1.2763,0.14904,0.3865,2.165,5.443,0.2681,3.1669,0.10579,243.65,2.195,30.181,0.005488,1.1677,5.209,119.85,13819.4,62.23,367.17,0.1190,0.2140,0.3137,0.002583,0.8612,0.02568,0.4288,3.968,4.0899,0.08091,17.174,558.41,66.55,0.6175,2.0243,3.0292,0.5005,10.532,499.1,102.48,2.1868,11344.99,3.2554,0.3845,0.08636,0.025245,1840.5,46.87,6.1253,0.2420,1.2023,0.432,3.934,7.500,0.010937,0.5592,22.749,0.01795,0.4976,0.2502
2.515,0.6508,13.709,0.91710,1.2805,0.14901,0.3834,2.163,5.428,0.2674,3.1760,0.10546,243.12,2.191,30.149,0.005469,1.1689,5.200,119.38,13723.5,61.97,367.70,0.1210,0.2134,0.3101,0.002580,0.8603,0.02566,0.4292,3.952,4.1601,0.08062,17.146,556.56,66.46,0.6145,2.0134,3.0388,0.4969,10.544,498.7,102.71,2.1857,11341.28,3.2417,0.3835,0.08702,0.025885,1836.8,46.62,6.1064,0.2406,1.2002,0.429,3.941,7.584,0.010881,0.5594,22.816,0.01799,0.4976,0.2518
2.523,0.6525,13.707,0.91621,1.2797,0.14819,0.3833,2.169,5.405,0.2679,3.1959,0.10575,243.92,2.182,30.184,0.005477,1.1728,5.195,119.47,13803.0,62.00,367.79,0.1258,0.2140,0.3103,0.002582,0.8632,0.02571,0.4376,3.944,4.1782,0.08103,17.175,554.35,66.62,0.6266,2.0179,3.0508,0.4976,10.543,499.9,103.05,2.1871,11340.83,3.2464,0.3805,0.08804,0.025919,1856.5,46.73,6.1155,0.2408,1.1998,0.432,3.954,7.618,0.010952,0.5593,23.416,0.01806,0.4976,0.2516
2.523,0.6631,13.792,0.92144,1.2822,0.14833,0.3846,2.180,5.468,0.2697,3.1785,0.10593,244.83,2.188,30.200,0.005515,1.1779,5.194,120.06,14033.3,63.00,368.26,0.1252,0.2146,0.3133,0.002587,0.8710,0.02573,0.4327,3.956,4.1890,0.08147,17.189,553.45,67.31,0.6237,2.0338,3.0530,0.5052,10.616,503.8,103.16,2.2062,11356.25,3.2533,0.3819,0.08879,0.026019,1906.9,46.92,6.1478,0.2408,1.2047,0.436,3.967,7.617,0.010992,0.5599,23.464,0.01808,0.4976,0.2545
